name,aliases,titles,born,died,gender,culture,father,mother,books,Books Apperences
Mero,"[""The Titan's Bastard"", 'Mero of Braavos']",['Has no title'],,"In 299 AC, at Meereen",Male,Braavosi,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",2
Cragorn,['Has no known aliases'],['Has no title'],,In 300 AC,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Merrit,"[""Merrit o' Moontown""]",['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Corliss Penny,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Chiswyck,['Has no known aliases'],['Has no title'],,"In 299 AC, at Harrenhal",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",2
Morgarth,['Morgarth the Merry'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Cayn,['Has no known aliases'],['Has no title'],,"In 298 AC, at King's Landing",Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",2
Myles,['Has no known aliases'],['Maester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Moro,['Has no known aliases'],['Khal'],,,Male,Dothraki,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/5']",2
Haegon Blackfyre,['Has no known aliases'],['Has no title'],In or between 189 AC and 193 AC,In 219 AC,Male,Valyrian,,,"['https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",2
Cass,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Lem,"['Lem Lemoncloak', 'The Lemon', 'Yellow cloak']",['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Cadwyl,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",2
Byron,['Byron the Beautiful'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Mudge,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Sebaston Farman,['Has no known aliases'],['Lord of Fair Isle'],,,Male,Westerman,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Brusco,['Big Brusco'],['Has no title'],,,Male,Braavosi,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Brown Bernarr,['Has no known aliases'],['Has no title'],,"In 299 AC, at Fist of the First Men",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",2
Brella,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Boy,['Has no known aliases'],['Has no title'],At 284 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Bodger,['Has no known aliases'],['Has no title'],,,Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Steffon Stackspear,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Lum,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Maynard,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Ferny,['Has no known aliases'],['Has no title'],,,Female,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Gerold Dayne,['Darkstar'],"['Ser', 'Knight of High Hermitage']",In or between 270 AC and 274 AC,,Male,Dornish,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Falia Flowers,['Has no known aliases'],['Has no title'],"In either 281 AC, 282 AC or 283 AC",,Female,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Loren I Lannister,['Loren the Last'],"['King of the Rock (former)', 'Lord of Casterly Rock', 'Warden of the West', 'Lord of the Westerlands']",,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",2
Gerardys,['Has no known aliases'],['Grand Maester'],,In 130 AC,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/10']",2
Gelmarr,['The Grim'],['Has no title'],,"In 299 AC, at Winterfell",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']",2
Gascoyne,['Gascoyne of the Greenblood'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Luke,['Likely Luke'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Gallard,['Has no known aliases'],['Archmaester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",2
Galladon of Morne,['Perfect Knight'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",2
Franklyn Frey,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/7']",2
Mad Huntsman,['The Huntsman'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Maddy,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Ferrego Antaryon,['Has no known aliases'],['Sealord of Braavos'],,,Male,Braavosi,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Maggy,['Maggy the Frog'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Palla,['Has no known aliases'],['Has no title'],,,Female,Northmen,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",2
Wallace Waynwood,['Has no known aliases'],['Ser'],In or between 278 AC and 283 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Erryk,"['""Left"" or ""Right""']",['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Errok,['Has no known aliases'],['Has no title'],,,Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Erreg,['Erreg the Kinslayer'],['King'],,,Male,Andal,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/11']",2
Erik Ironmaker,"['Erik the Just', 'Erik Anvil-Breaker']","['Lord Steward of the Iron Islands', 'Castellan of Pyke']",In 211 AC or 212 AC,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Egon Emeros,['Egon Emeros the Exquisite'],['Has no title'],,,Male,Qartheen,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']",2
Ebrose,['Has no known aliases'],['Archmaester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",2
Gretchel,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Dyah,['Has no known aliases'],['Has no title'],,,Female,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Masha Heddle,['Has no known aliases'],['Has no title'],,"In 298 AC, at the Riverlands",Female,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",2
Dorea Sand,['Has no known aliases'],['Has no title'],In 291 AC or 292 AC,,Female,Dornish,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Nettles,['Netty'],['Has no title'],In 113 AC,,Female,,,,"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/11']",2
Bluetooth,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",2
Ysilla Royce,['Has no known aliases'],['Has no title'],,,Female,Valemen,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Otter Gimpknee,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",2
Grigg,['Grigg the Goat'],['Has no title'],,,Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Big Boil,['Has no known aliases'],['Has no title'],,,Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Ghael,['Has no known aliases'],['Lord'],,,Male,Astapori,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",2
Victor Tyrell,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Wynton Stout,['Has no known aliases'],['Ser'],In or before 219 AC,,Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Wynafryd Manderly,['Has no known aliases'],['Has no title'],"In 280 AC or 281 AC, at White Harbor",,Female,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Kiera of Tyrosh,['Has no known aliases'],['Lady'],,,Female,Tyroshi,,,"['https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",2
Wylla Manderly,['Has no known aliases'],['Has no title'],"In 284 AC or 285 AC, at White Harbor",,Female,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Pate,['Has no known aliases'],['Has no title'],In 291 AC or 292 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Willis Wode,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/5']",2
Willem Wylde,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/7']",2
Willam Stark,['Has no known aliases'],"['Lord of Winterfell', 'Warden of the North']",At Winterfell,"In 226 AC, at Long Lake",Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/11']",2
Hugh Hammer,"['Hard Hugh', 'The Betrayer', 'Lord Hammer']","['Ser', 'Lord of Bitterbridge']",,"In 130 AC, at Tumbleton",Male,,,,"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/11']",2
Hugor of the Hill,['Hukko (unconfirmed)'],['King of the Andals'],,,Male,Andal,,,"['https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",2
Husband,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Kemmett Pyke,['Kemmett the Bastard'],['Has no title'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Aggar,['Has no known aliases'],['Has no title'],,"In 299 AC, at Winterfell",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']",2
Victaria Tyrell,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Oznak zo Pahl,['Has no known aliases'],['Has no title'],,"In 299 AC, at Meereen",Male,Meereenese,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",2
Ironbelly,['Ironbelly'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",2
Vayon Poole,['Has no known aliases'],['Steward of Winterfell'],,"In 298 AC, at King's Landing",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",2
Pello of Tyrosh,['Greenbeard'],['Has no title'],,,Male,Tyroshi,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Penny,['Lady Imp'],['Has no title'],"In 281 AC, 282 AC or 283 AC",,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",2
Jack,['Jack-Be-Lucky'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Perros Blackmont,['Has no known aliases'],['Has no title'],,,Male,Dornish,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Tyrion Lannister,"['The Imp', 'Halfman', 'The boyman', 'Giant of Lannister', ""Lord Tywin's Doom"", ""Lord Tywin's Bane"", 'Yollo', 'Hugor Hill', 'No-Nose', 'Freak', 'Dwarf']","['Acting Hand of the King (former)', 'Master of Coin (former)']","In 273 AC, at Casterly Rock",,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",2
Jaehaerys Targaryen,['Has no known aliases'],['Prince'],In 123 AC,"In 129 AC, at the Tower of the Hand at King's Landing",Male,,,,"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10']",2
Kedry,['Has no known aliases'],['Maester'],,"In 300 AC, at off the coast of the Disputed Lands",Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Tybolt Hetherspoon,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Kindly Man,['The Kindly Man'],['Has no title'],,,Male,Braavosi,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Lenn,['Has no known aliases'],['Has no title'],,,Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Beardless Dick,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Lothar Mallery,['Has no known aliases'],['Lord'],,"In 298 AC, at Mummer's Ford",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3']",2
Eustace Hunter,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Jorelle Mormont,['Jory'],['Has no title'],In or between 278 AC and 289 AC,,Female,Northmen,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Timeon,['Timeon of Dorne'],['Has no title'],At Dorne,"In 300 AC, at Whispers",Male,Dornish,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",2
Noho Dimittis,['Has no known aliases'],['Has no title'],,,Male,Braavosi,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Leona Woolfield,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",2
Bellegere Otherys,['the Black Pearl of Braavos'],['Has no title'],,,Female,Braavosi,,,"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",2
