,geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
464,"[-177.7706, -31.7615, 8.15]",Point,us1000jhyh,,,1000jhyh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jhyh&format=geojson,8.128,,60.0,",us1000jhyh,",5.2,mb,,us,,"113km ESE of L'Esperance Rock, New Zealand",0.55,416,",us,",reviewed,1552919422290,"M 5.2 - 113km ESE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1559424264040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jhyh,Feature
465,"[119.0513, -9.6615, 20.94]",Point,us1000jhj6,,2.0,1000jhj6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jhj6&format=geojson,3.307,1.0,71.0,",us1000jhj6,",5.0,mb,,us,,"0km N of Panenggoede, Indonesia",0.95,385,",us,",reviewed,1552844502228,"M 5.0 - 0km N of Panenggoede, Indonesia",1,earthquake,",dyfi,geoserve,origin,phase-data,",480,1559424262040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jhj6,Feature
466,"[116.5695, -8.3503, 10]",Point,us1000jlq6,,,1000jlq6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jlq6&format=geojson,2.394,,30.0,",us1000jlq6,",5.3,mb,,us,,"4km NE of Sembalunbumbung, Indonesia",0.72,432,",us,",reviewed,1552806559763,"M 5.3 - 4km NE of Sembalunbumbung, Indonesia",1,earthquake,",geoserve,origin,phase-data,",480,1559424269040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jlq6,Feature
467,"[116.5208, -8.4179, 10]",Point,us1000jhbv,green,4.8,1000jhbv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jhbv&format=geojson,2.343,58.0,41.0,",us1000jhbv,",5.6,mww,6.065,us,,"4km SW of Sembalunbumbung, Indonesia",0.83,510,",us,",reviewed,1552806445369,"M 5.6 - 4km SW of Sembalunbumbung, Indonesia",1,earthquake,",dyfi,geoserve,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",480,1559424261040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jhbv,Feature
468,"[-68.429, -20.3718, 120.75]",Point,us1000jh9m,,3.4,1000jh9m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jh9m&format=geojson,0.717,1.0,27.0,",us1000jh9m,",5.1,mb,,us,,"156km W of Colchani, Bolivia",1.19,400,",us,",reviewed,1552784017680,"M 5.1 - 156km W of Colchani, Bolivia",0,earthquake,",dyfi,geoserve,origin,phase-data,",-240,1559424260040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh9m,Feature
469,"[-173.6945, -20.1487, 10]",Point,us1000jh9k,,,1000jh9k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jh9k&format=geojson,6.469,,69.0,",us1000jh9k,",5.1,mww,,us,,"78km ESE of Pangai, Tonga",0.75,400,",us,",reviewed,1552783410510,"M 5.1 - 78km ESE of Pangai, Tonga",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-720,1559424260040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh9k,Feature
470,"[101.9737, -3.115, 87.29]",Point,us1000jh81,,,1000jh81,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jh81&format=geojson,1.578,,21.0,",us1000jh81,",5.1,mww,,us,,"73km WNW of Curup, Indonesia",1.05,400,",us,",reviewed,1552775369705,"M 5.1 - 73km WNW of Curup, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",420,1559424260040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh81,Feature
471,"[-71.5547, -29.7721, 41]",Point,us1000jh4d,,4.6,1000jh4d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jh4d&format=geojson,0.767,12.0,52.0,",us1000jh4d,",5.2,mww,,us,,"28km NW of Coquimbo, Chile",1.44,422,",us,",reviewed,1552759575402,"M 5.2 - 28km NW of Coquimbo, Chile",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-300,1559424259040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh4d,Feature
472,"[-76.6689, -45.651, 10]",Point,us1000jh45,,,1000jh45,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jh45&format=geojson,3.104,,120.0,",us1000jh45,",5.0,mww,,us,,"Off the coast of Aisen, Chile",0.94,385,",us,",reviewed,1552758873291,"M 5.0 - Off the coast of Aisen, Chile",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-300,1559424259040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh45,Feature
473,"[120.87, 13.5638, 118.55]",Point,us1000jh0j,green,2.2,1000jh0j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jh0j&format=geojson,0.539,3.0,45.0,",us1000jh0j,",5.4,mww,3.73,us,,"9km NW of Balatero, Philippines",0.72,449,",us,",reviewed,1552730299127,"M 5.4 - 9km NW of Balatero, Philippines",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",480,1559424258040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh0j,Feature
474,"[126.8879, -1, 25.91]",Point,us1000jgzv,,,1000jgzv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jgzv&format=geojson,1.823,,36.0,",us1000jgzv,",5.2,mww,,us,,"95km WNW of Laiwui, Indonesia",0.76,416,",us,",reviewed,1552721439630,"M 5.2 - 95km WNW of Laiwui, Indonesia",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",480,1559424257040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jgzv,Feature
475,"[67.4271, 29.7206, 10]",Point,us1000jgz1,,3.8,1000jgz1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jgz1&format=geojson,4.997,4.0,93.0,",us1000jgz1,",5.0,mb,,us,,"18km SSE of Mach, Pakistan",0.58,386,",us,",reviewed,1552716004750,"M 5.0 - 18km SSE of Mach, Pakistan",0,earthquake,",dyfi,geoserve,origin,phase-data,",300,1559424257040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jgz1,Feature
476,"[12.5674, -52.6249, 10]",Point,us1000jkcp,,,1000jkcp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jkcp&format=geojson,20.294,,52.0,",us1000jkcp,",5.1,mb,,us,,Southwest of Africa,0.91,400,",us,",reviewed,1552697324380,M 5.1 - Southwest of Africa,0,earthquake,",geoserve,origin,phase-data,",60,1559424269040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jkcp,Feature
477,"[125.3722, 6.2517, 90.11]",Point,us1000jgvf,green,4.1,1000jgvf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jgvf&format=geojson,0.838,17.0,15.0,",us1000jgvf,",5.5,mww,4.201,us,,"8km ESE of Manga, Philippines",0.84,472,",us,",reviewed,1552691276585,"M 5.5 - 8km ESE of Manga, Philippines",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",480,1559424257040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jgvf,Feature
478,"[128.1387, -7.4569, 131.83]",Point,us1000jgqr,,,1000jgqr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jgqr&format=geojson,4.457,,36.0,",us1000jgqr,",5.1,mb,,us,,"Kepulauan Barat Daya, Indonesia",0.88,400,",us,",reviewed,1552678519096,"M 5.1 - Kepulauan Barat Daya, Indonesia",1,earthquake,",geoserve,origin,phase-data,",540,1559424256040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jgqr,Feature
479,"[-176.4619, -27.4594, 10]",Point,us1000jgn6,green,,1000jgn6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jgn6&format=geojson,10.278,,62.0,",us1000jgn6,",5.6,mww,0.0,us,,"244km NE of Raoul Island, New Zealand",0.98,482,",us,",reviewed,1552672414015,"M 5.6 - 244km NE of Raoul Island, New Zealand",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1559424256040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jgn6,Feature
480,"[148.8139, -6.0687, 33.15]",Point,us1000jgdp,,,1000jgdp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jgdp&format=geojson,3.697,,49.0,",us1000jgdp,",5.1,mww,,us,,"83km WNW of Kandrian, Papua New Guinea",0.83,400,",us,",reviewed,1552651718072,"M 5.1 - 83km WNW of Kandrian, Papua New Guinea",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",600,1559424256040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jgdp,Feature
481,"[-65.9072, -17.8744, 359]",Point,us1000jg5z,green,5.0,1000jg5z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jg5z&format=geojson,2.648,127.0,23.0,",us1000jg5z,",6.3,mww,3.606,us,,"30km S of Cliza, Bolivia",0.95,674,",us,",reviewed,1552626230060,"M 6.3 - 30km S of Cliza, Bolivia",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",-240,1559424255040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jg5z,Feature
482,"[147.2971, 19.0649, 10]",Point,us1000jf9g,,,1000jf9g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jf9g&format=geojson,4.066,,70.0,",us1000jf9g,",5.0,mb,,us,,"174km E of Agrihan, Northern Mariana Islands",0.72,385,",us,",reviewed,1552531928830,"M 5.0 - 174km E of Agrihan, Northern Mariana Islands",0,earthquake,",geoserve,origin,phase-data,",600,1559424254040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jf9g,Feature
483,"[-155.2005, 19.3258333, 6.97]",Point,hv70863117,green,5.3,70863117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70863117&format=geojson,,1998.0,88.0,",pt19072050,hv70863117,us1000jep6,",5.54,ml,5.444,hv,75.0,"12km SSE of Volcano, Hawaii",0.12,1002,",pt,hv,us,",reviewed,1552474513370,"M 5.5 - 12km SSE of Volcano, Hawaii",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,trump-origin,",-600,1559424246040,https://earthquake.usgs.gov/earthquakes/eventpage/hv70863117,Feature
484,"[134.8565, 33.8114, 37.25]",Point,us1000jeji,,5.7,1000jeji,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jeji&format=geojson,0.82,56.0,26.0,",us1000jeji,",5.2,mww,,us,,"22km ESE of Anan, Japan",0.68,448,",us,",reviewed,1552452529334,"M 5.2 - 22km ESE of Anan, Japan",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",540,1559424253040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jeji,Feature
485,"[45.4003, -12.7461, 10]",Point,us1000jk7b,,,1000jk7b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jk7b&format=geojson,6.041,,66.0,",us1000jk7b,",5.1,mb,,us,,"13km ENE of Pamandzi, Mayotte",0.85,400,",us,",reviewed,1552451271636,"M 5.1 - 13km ENE of Pamandzi, Mayotte",0,earthquake,",geoserve,origin,phase-data,",180,1559424266040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jk7b,Feature
486,"[119.7834, 0.2162, 35]",Point,us1000jegs,,,1000jegs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jegs&format=geojson,1.336,,64.0,",us1000jegs,",5.0,mb,,us,,"98km SSW of Ogotua, Indonesia",1.17,385,",us,",reviewed,1552441878840,"M 5.0 - 98km SSW of Ogotua, Indonesia",1,earthquake,",geoserve,origin,phase-data,",480,1559424252040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jegs,Feature
487,"[149.0356, -6.0483, 35]",Point,us1000jdrc,,,1000jdrc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jdrc&format=geojson,3.62,,34.0,",us1000jdrc,",5.0,mb,,us,,"59km WNW of Kandrian, Papua New Guinea",1.0,385,",us,",reviewed,1552330883178,"M 5.0 - 59km WNW of Kandrian, Papua New Guinea",1,earthquake,",geoserve,origin,phase-data,",600,1558732893040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdrc,Feature
488,"[98.781, 1.1255, 75.55]",Point,us1000jdlv,green,3.4,1000jdlv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jdlv&format=geojson,1.218,5.0,61.0,",us1000jdlv,",5.3,mww,3.911,us,,"60km WSW of Padangsidempuan, Indonesia",0.94,434,",us,",reviewed,1552322068920,"M 5.3 - 60km WSW of Padangsidempuan, Indonesia",1,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",420,1558732892040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdlv,Feature
489,"[149.287, -6.3513, 35]",Point,us1000jjcw,,,1000jjcw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jjcw&format=geojson,3.579,,81.0,",us1000jjcw,",5.2,mb,,us,,"32km WSW of Kandrian, Papua New Guinea",0.72,416,",us,",reviewed,1552321899590,"M 5.2 - 32km WSW of Kandrian, Papua New Guinea",1,earthquake,",geoserve,origin,phase-data,",600,1558732905040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jjcw,Feature
490,"[149.0143, -6.0469, 34.64]",Point,us1000jdlr,green,2.0,1000jdlr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jdlr&format=geojson,3.638,4.0,20.0,",us1000jdlr,",5.9,mww,5.199,us,,"62km WNW of Kandrian, Papua New Guinea",1.02,536,",us,",reviewed,1552321551980,"M 5.9 - 62km WNW of Kandrian, Papua New Guinea",1,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",600,1558732892040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdlr,Feature
491,"[97.8292, 1.9092, 45.54]",Point,us1000jdk7,,,1000jdk7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jdk7&format=geojson,0.652,,41.0,",us1000jdk7,",5.2,mww,,us,,"93km WSW of Onan Ganjang, Indonesia",0.84,416,",us,",reviewed,1552310784728,"M 5.2 - 93km WSW of Onan Ganjang, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",420,1558732892040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdk7,Feature
492,"[141.4623, 25.6001, 15.45]",Point,us1000jdig,green,,1000jdig,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jdig&format=geojson,1.624,,36.0,",us1000jdig,",5.2,mww,0.0,us,,"91km N of Iwo Jima, Japan",1.12,416,",us,",reviewed,1552296827697,"M 5.2 - 91km N of Iwo Jima, Japan",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",540,1558732891040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdig,Feature
493,"[143.8938, 12.1249, 10]",Point,us1000jdif,,2.0,1000jdif,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jdif&format=geojson,1.738,1.0,35.0,",us1000jdif,",5.0,mb,,us,,"151km SSW of Merizo Village, Guam",0.69,385,",us,",reviewed,1552296484983,"M 5.0 - 151km SSW of Merizo Village, Guam",0,earthquake,",dyfi,geoserve,origin,phase-data,",600,1558732891040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdif,Feature
494,"[-178.2604, 51.4361, 51.25]",Point,us1000jdg2,,1.0,1000jdg2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jdg2&format=geojson,0.391,1.0,35.0,",us1000jdg2,ak01937vbus7,",5.2,mww,,us,,"50km S of Tanaga Volcano, Alaska",0.81,416,",us,ak,",reviewed,1552285394580,"M 5.2 - 50km S of Tanaga Volcano, Alaska",0,earthquake,",dyfi,geoserve,impact-text,moment-tensor,origin,phase-data,",-600,1558732890040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdg2,Feature
495,"[58.1239, -31.6487, 10]",Point,us1000jdes,,,1000jdes,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jdes&format=geojson,10.651,,50.0,",us1000jdes,",5.1,mb,,us,,Southwest Indian Ridge,0.64,400,",us,",reviewed,1552274130730,M 5.1 - Southwest Indian Ridge,0,earthquake,",geoserve,origin,phase-data,",240,1558732889040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdes,Feature
496,"[142.4287, 36.7315, 10]",Point,us1000jd9f,,,1000jd9f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd9f&format=geojson,1.731,,120.0,",us1000jd9f,",5.0,mww,,us,,"142km ESE of Iwaki, Japan",1.04,385,",us,",reviewed,1552243422730,"M 5.0 - 142km ESE of Iwaki, Japan",0,earthquake,",geoserve,origin,phase-data,",540,1558732888040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd9f,Feature
497,"[-31.9495, 58.3514, 10]",Point,usd0009ffl,green,,d0009ffl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usd0009ffl&format=geojson,7.763,,21.0,",usd0009ffl,",5.9,mww,0.0,us,,Reykjanes Ridge,0.8,536,",us,",reviewed,1552241099100,M 5.9 - Reykjanes Ridge,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-120,1558732909040,https://earthquake.usgs.gov/earthquakes/eventpage/usd0009ffl,Feature
498,"[-31.7616, 58.4207, 10]",Point,us1000jd8y,green,,1000jd8y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd8y&format=geojson,7.415,,67.0,",us1000jd8y,",5.5,mww,0.0,us,,Reykjanes Ridge,0.88,465,",us,",reviewed,1552240723410,M 5.5 - Reykjanes Ridge,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-120,1558732887040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd8y,Feature
499,"[146.1752, -5.2247, 50.01]",Point,us1000jd8p,,2.0,1000jd8p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd8p&format=geojson,3.376,2.0,60.0,",us1000jd8p,",5.0,mb,,us,,"41km E of Madang, Papua New Guinea",1.22,385,",us,",reviewed,1552238514470,"M 5.0 - 41km E of Madang, Papua New Guinea",1,earthquake,",dyfi,geoserve,origin,phase-data,",600,1558732887040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd8p,Feature
500,"[142.3585, 36.8322, 13]",Point,us1000jd8k,green,2.0,1000jd8k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd8k&format=geojson,1.622,7.0,27.0,",us1000jd8k,",5.7,mww,0.0,us,,"133km E of Iwaki, Japan",0.63,501,",us,",reviewed,1552237852490,"M 5.7 - 133km E of Iwaki, Japan",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",540,1558732887040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd8k,Feature
501,"[-31.8599, 58.4624, 10]",Point,us1000jd8e,,,1000jd8e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd8e&format=geojson,7.671,,69.0,",us1000jd8e,",5.1,mww,,us,,Reykjanes Ridge,0.68,400,",us,",reviewed,1552235029780,M 5.1 - Reykjanes Ridge,0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-120,1558732887040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd8e,Feature
502,"[53.9157, -35.2104, 10]",Point,us1000jd7v,green,,1000jd7v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd7v&format=geojson,11.315,,27.0,",us1000jd7v,",5.4,mb,0.0,us,,Southwest Indian Ridge,1.09,449,",us,",reviewed,1552223895970,M 5.4 - Southwest Indian Ridge,0,earthquake,",geoserve,losspager,origin,phase-data,shakemap,",240,1558732887040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd7v,Feature
503,"[152.0647, -10.1317, 9]",Point,us1000jd7d,green,2.0,1000jd7d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd7d&format=geojson,4.888,1.0,35.0,",us1000jd7d,",6.0,mww,4.334,us,,"139km SSW of Kulumadau, Papua New Guinea",0.75,554,",us,",reviewed,1552222080607,"M 6.0 - 139km SSW of Kulumadau, Papua New Guinea",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",600,1558732886040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd7d,Feature
504,"[148.2887, 44.159, 38.26]",Point,us1000jd6u,,,1000jd6u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd6u&format=geojson,4.1,,146.0,",us1000jd6u,",5.1,mb,,us,,"123km SSE of Kuril'sk, Russia",0.63,400,",us,",reviewed,1552211533170,"M 5.1 - 123km SSE of Kuril'sk, Russia",0,earthquake,",geoserve,origin,phase-data,",600,1558732886040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd6u,Feature
505,"[112.6658, -9.2941, 65.17]",Point,us1000jd6f,,,1000jd6f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd6f&format=geojson,1.681,,148.0,",us1000jd6f,",5.1,mb,,us,,"98km S of Krajan Tambakrejo, Indonesia",0.71,400,",us,",reviewed,1552209706551,"M 5.1 - 98km S of Krajan Tambakrejo, Indonesia",1,earthquake,",geoserve,origin,phase-data,",480,1558732886040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd6f,Feature
506,"[-178.6034, -17.8915, 578.19]",Point,us1000jd55,green,,1000jd55,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd55&format=geojson,3.188,,19.0,",us1000jd55,",6.2,mww,0.0,us,,"269km SE of Lambasa, Fiji",1.03,591,",us,",reviewed,1552205546426,"M 6.2 - 269km SE of Lambasa, Fiji",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1558732886040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd55,Feature
507,"[90.2747, -3.2806, 10]",Point,us1000jd50,green,,1000jd50,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jd50&format=geojson,8.602,,58.0,",us1000jd50,",5.5,mww,0.0,us,,South Indian Ocean,0.64,465,",us,",reviewed,1552204400170,M 5.5 - South Indian Ocean,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",360,1558732886040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jd50,Feature
508,"[126.006, 10.384, 30]",Point,us1000jccx,green,2.0,1000jccx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jccx&format=geojson,3.32,62.0,102.0,",us1000jccx,",6.0,mww,3.258,us,,"40km N of Santa Monica, Philippines",0.92,566,",us,",reviewed,1552057572620,"M 6.0 - 40km N of Santa Monica, Philippines",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",480,1558732877040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jccx,Feature
509,"[-178.1302, -32.1481, 10]",Point,us1000jcbz,,,1000jcbz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jcbz&format=geojson,6.143,,70.0,",us1000jcbz,",5.2,mww,,us,,"107km SE of L'Esperance Rock, New Zealand",0.97,416,",us,",reviewed,1552046238680,"M 5.2 - 107km SE of L'Esperance Rock, New Zealand",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-720,1558732877040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jcbz,Feature
510,"[139.9435, -3.7922, 10]",Point,us1000jc9b,,2.0,1000jc9b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jc9b&format=geojson,1.479,2.0,46.0,",us1000jc9b,",5.2,mww,,us,,"146km SSW of Abepura, Indonesia",0.82,416,",us,",reviewed,1552023175680,"M 5.2 - 146km SSW of Abepura, Indonesia",1,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",540,1558732876040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jc9b,Feature
511,"[121.4571, 22.4595, 13]",Point,us1000jc88,green,3.6,1000jc88,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jc88&format=geojson,0.498,8.0,54.0,",us1000jc88,",5.4,mww,3.452,us,,"46km SE of Taitung City, Taiwan",1.36,451,",us,",reviewed,1552012334543,"M 5.4 - 46km SE of Taitung City, Taiwan",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",480,1558732876040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jc88,Feature
