name_model,description,owner,price,license,published_date,formats_available,list_categories,links_categories,list_tags,links_tags
Blue moon spacecraft ,3D Blue moon spacecraftIMPORTANT : Please note that the dimensions are approximate.Thank you.,AdrienJ,Free, - Editorial Uses AllowedExtended Uses May Need Clearances,2019-05-10,"['OBJ ', 'Other ']","['3D Model', 'vehicles', 'spacecraft', 'lander']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/vehicle', 'https://www.turbosquid.com/3d-model/spacecraft', 'https://www.turbosquid.com/3d-model/lander']","['""Blue', 'Moon""', 'jeff', 'besos', 'amazon', 'spacecraft', 'nasa']","['https://www.turbosquid.com/Search/3D-Models/%22blue', 'https://www.turbosquid.com/Search/3D-Models/moon%22', 'https://www.turbosquid.com/Search/3D-Models/jeff', 'https://www.turbosquid.com/Search/3D-Models/besos', 'https://www.turbosquid.com/Search/3D-Models/amazon', 'https://www.turbosquid.com/Search/3D-Models/spacecraft', 'https://www.turbosquid.com/Search/3D-Models/nasa']"
Couch ,A nice couch :),tauan_bellintani,Free, - All Extended Uses,2019-05-09,['FBX '],"['3D Model', 'furnishings', 'seating', 'sofa', 'leather sofa']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/seating', 'https://www.turbosquid.com/3d-model/sofa', 'https://www.turbosquid.com/3d-model/leather-sofa']","['couch', 'old', 'antique', 'vintage', 'furniture']","['https://www.turbosquid.com/Search/3D-Models/couch', 'https://www.turbosquid.com/Search/3D-Models/old', 'https://www.turbosquid.com/Search/3D-Models/antique', 'https://www.turbosquid.com/Search/3D-Models/vintage', 'https://www.turbosquid.com/Search/3D-Models/furniture']"
Audio speaker ,Multi Media audio speakerPolygons : 1030Vertex : 8708,AdrienJ,Free, - All Extended Uses,2019-05-09,Unknown,"['3D Model', 'technology', 'computer equipment', 'computer speakers']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/technology', 'https://www.turbosquid.com/3d-model/computer-equipment', 'https://www.turbosquid.com/3d-model/computer-speakers']","['Audio', 'Speaker', 'Computer', 'PC']","['https://www.turbosquid.com/Search/3D-Models/audio', 'https://www.turbosquid.com/Search/3D-Models/speaker', 'https://www.turbosquid.com/Search/3D-Models/computer', 'https://www.turbosquid.com/Search/3D-Models/pc']"
Desk ,A low poly deskto use in decorations.,tauan_bellintani,Free, - All Extended Uses,2019-05-08,['Other '],"['3D Model', 'furnishings', 'desk', 'office desk', 'workstation']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/desk', 'https://www.turbosquid.com/3d-model/office-desk', 'https://www.turbosquid.com/3d-model/workstation']","['desk', 'wood', 'furniture']","['https://www.turbosquid.com/Search/3D-Models/desk', 'https://www.turbosquid.com/Search/3D-Models/wood', 'https://www.turbosquid.com/Search/3D-Models/furniture']"
Chair ,A low poly chair to use in decorations.,tauan_bellintani,Free, - All Extended Uses,2019-05-08,['FBX '],"['3D Model', 'furnishings', 'seating', 'chair']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/seating', 'https://www.turbosquid.com/3d-model/chair']","['chair', 'furniture', 'decoration', 'wood']","['https://www.turbosquid.com/Search/3D-Models/chair', 'https://www.turbosquid.com/Search/3D-Models/furniture', 'https://www.turbosquid.com/Search/3D-Models/decoration', 'https://www.turbosquid.com/Search/3D-Models/wood']"
Armchair ,A low poly armchair to use in decorations.,tauan_bellintani,Free, - All Extended Uses,2019-05-08,['FBX '],"['3D Model', 'furnishings', 'seating', 'chair', 'lounge chair', 'arm chair']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/seating', 'https://www.turbosquid.com/3d-model/chair', 'https://www.turbosquid.com/3d-model/lounge-chair', 'https://www.turbosquid.com/3d-model/arm-chair']","['armchair', 'chair', 'furniture', 'house']","['https://www.turbosquid.com/Search/3D-Models/armchair', 'https://www.turbosquid.com/Search/3D-Models/chair', 'https://www.turbosquid.com/Search/3D-Models/furniture', 'https://www.turbosquid.com/Search/3D-Models/house']"
Nightstand ,A low poly nightstand to use in decorations.,tauan_bellintani,Free, - All Extended Uses,2019-05-08,Unknown,"['3D Model', 'furnishings', 'night stand']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/night-stand']","['wood', 'nightstand', 'stand', 'furniture', 'bedroom']","['https://www.turbosquid.com/Search/3D-Models/wood', 'https://www.turbosquid.com/Search/3D-Models/nightstand', 'https://www.turbosquid.com/Search/3D-Models/stand', 'https://www.turbosquid.com/Search/3D-Models/furniture', 'https://www.turbosquid.com/Search/3D-Models/bedroom']"
Cube animatable ,polygons 6359vertex 5895,AdrienJ,Free, - Editorial Uses Only,2019-05-08,Unknown,"['3D Model', 'toys and games', 'games', 'puzzle', 'puzzle cube']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/toys-and-games', 'https://www.turbosquid.com/3d-model/games', 'https://www.turbosquid.com/3d-model/puzzle', 'https://www.turbosquid.com/3d-model/puzzle-cube']","['children', 'entertainment', 'child', 'cube', 'game', 'geek']","['https://www.turbosquid.com/Search/3D-Models/children', 'https://www.turbosquid.com/Search/3D-Models/entertainment', 'https://www.turbosquid.com/Search/3D-Models/child', 'https://www.turbosquid.com/Search/3D-Models/cube', 'https://www.turbosquid.com/Search/3D-Models/game', 'https://www.turbosquid.com/Search/3D-Models/geek']"
Cabinet-01 ,"Previews were rendered with Autocad 2010 V-Ray 3.6.03 for 3ds Max 2017.Includes image file textures~~~~~~~~~~~~~~~~~~Hope you like it!Also check out my other models, just click on fabline to see complete gallery.",Fabline,Free, - All Extended Uses,2019-05-08,"['AutoCAD drawing', '2007\n', 'FBX 2014', 'Other ', 'OBJ ']","['3D Model', 'furnishings', 'cabinet']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/cabinet']","['furniture', 'cabinet']","['https://www.turbosquid.com/Search/3D-Models/furniture', 'https://www.turbosquid.com/Search/3D-Models/cabinet']"
Fortnite floss dance emote free ,3D Sloth Floss Dance And Free for any Commercial Use.,dumpgermanlucas,Free, - Editorial Uses AllowedExtended Uses May Need Clearances,2019-05-08,"['FBX 2016', 'Other ']","['3D Model', 'nature', 'animal', 'mammals', 'land mammals', 'sloth']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/nature', 'https://www.turbosquid.com/3d-model/animal', 'https://www.turbosquid.com/3d-model/mammals', 'https://www.turbosquid.com/3d-model/land-mammals', 'https://www.turbosquid.com/3d-model/sloth']","['dance', 'sloth', '3d-animation', 'emote', 'free-model', 'floss', 'fortnite', 'flossdance', 'fortnite-animation', '3d', 'free', 'fortnite-floss-emotes', 'floss-dance']","['https://www.turbosquid.com/Search/3D-Models/dance', 'https://www.turbosquid.com/Search/3D-Models/sloth', 'https://www.turbosquid.com/Search/3D-Models/3d-animation', 'https://www.turbosquid.com/Search/3D-Models/emote', 'https://www.turbosquid.com/Search/3D-Models/free-model', 'https://www.turbosquid.com/Search/3D-Models/floss', 'https://www.turbosquid.com/Search/3D-Models/fortnite', 'https://www.turbosquid.com/Search/3D-Models/flossdance', 'https://www.turbosquid.com/Search/3D-Models/fortnite-animation', 'https://www.turbosquid.com/Search/3D-Models/3d', 'https://www.turbosquid.com/Search/3D-Models/free', 'https://www.turbosquid.com/Search/3D-Models/fortnite-floss-emotes', 'https://www.turbosquid.com/Search/3D-Models/floss-dance']"
Chateau de cheverny,"Chateau de cheverny / Chateau de moulinsartFrench castlePolygons :78971Vertex : 91968The castle of Cheverny is located in Sologne, on the commune of Cheverny, in the department of Loir-et-Cher and the region Centre-Val de Loire. It is one of the most frequented Loire castles with those of Blois and Chambord, very close. Classified as 'Historic Monuments', this castle is raised in the seventeenth century.He inspired Herge to create the Moulinsart castle, which is a replica of it.",AdrienJ,Free, - All Extended Uses,2019-05-08,['Other '],"['3D Model', 'architecture', 'building', 'residential building', 'manor']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/architecture', 'https://www.turbosquid.com/3d-model/building', 'https://www.turbosquid.com/3d-model/residential-building', 'https://www.turbosquid.com/3d-model/manor']","['Chateau', 'castle', 'cheverny', 'france', 'tintin', 'moulinsart', '3d', 'French']","['https://www.turbosquid.com/Search/3D-Models/chateau', 'https://www.turbosquid.com/Search/3D-Models/castle', 'https://www.turbosquid.com/Search/3D-Models/cheverny', 'https://www.turbosquid.com/Search/3D-Models/france', 'https://www.turbosquid.com/Search/3D-Models/tintin', 'https://www.turbosquid.com/Search/3D-Models/moulinsart', 'https://www.turbosquid.com/Search/3D-Models/3d', 'https://www.turbosquid.com/Search/3D-Models/french']"
High poly realistic  tree ,this is a very high poly tree  and also very realistic. this tree have pbr texture and proper transparent shader,nahidhassan881,Free, - All Extended Uses,2019-05-08,Unknown,"['3D Model', 'nature', 'tree', 'deciduous tree']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/nature', 'https://www.turbosquid.com/3d-model/trees', 'https://www.turbosquid.com/3d-model/deciduous-tree']","['high', 'poly', 'realistic', 'tree']","['https://www.turbosquid.com/Search/3D-Models/high', 'https://www.turbosquid.com/Search/3D-Models/poly', 'https://www.turbosquid.com/Search/3D-Models/realistic', 'https://www.turbosquid.com/Search/3D-Models/tree']"
Fantasy dice ,A Dice with a Poker Symbol Ring,yoong5853,Free, - All Extended Uses,2019-05-07,"['Collada 1', 'FBX 1', 'Other 1', 'OBJ 1', 'STL 1']","['3D Model', 'toys and games', 'games', 'dice']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/toys-and-games', 'https://www.turbosquid.com/3d-model/games', 'https://www.turbosquid.com/3d-model/dice']","['dice', 'poker', 'casino', 'clubs', 'spades', 'diamonds', 'hearts', 'ring', 'round', 'symbol', 'fantasy', 'gamble']","['https://www.turbosquid.com/Search/3D-Models/dice', 'https://www.turbosquid.com/Search/3D-Models/poker', 'https://www.turbosquid.com/Search/3D-Models/casino', 'https://www.turbosquid.com/Search/3D-Models/clubs', 'https://www.turbosquid.com/Search/3D-Models/spades', 'https://www.turbosquid.com/Search/3D-Models/diamonds', 'https://www.turbosquid.com/Search/3D-Models/hearts', 'https://www.turbosquid.com/Search/3D-Models/ring', 'https://www.turbosquid.com/Search/3D-Models/round', 'https://www.turbosquid.com/Search/3D-Models/symbol', 'https://www.turbosquid.com/Search/3D-Models/fantasy', 'https://www.turbosquid.com/Search/3D-Models/gamble']"
Free 40mm grenade m433 ,"This is just a sample from the grenades pack.Built to specs (where available) and real dimensions. Very detailed and realistic but low poly and optimized. Triangle count is around 2000. Vertex Count: ~1500. Model in FBX and obj format. Textures are 1k (1024x1024). In the (paid) pack version all textures are 4k. Can be used as projectiles for weapons, attachments for characters or just as props. *Environment in the pictures is not included.",teodar23,Free, - All Extended Uses,2019-05-07,"['Other ', 'FBX ', 'OBJ ']","['3D Model', 'weaponry', 'munitions', 'grenade']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/weaponry', 'https://www.turbosquid.com/3d-model/munitions', 'https://www.turbosquid.com/3d-model/grenade']","['grenade', 'ammo', 'projectile', '40mm', 'realistic', 'props', 'low-poly', 'game-ready', 'military', 'modern', 'M433']","['https://www.turbosquid.com/Search/3D-Models/grenade', 'https://www.turbosquid.com/Search/3D-Models/ammo', 'https://www.turbosquid.com/Search/3D-Models/projectile', 'https://www.turbosquid.com/Search/3D-Models/40mm', 'https://www.turbosquid.com/Search/3D-Models/realistic', 'https://www.turbosquid.com/Search/3D-Models/props', 'https://www.turbosquid.com/Search/3D-Models/low-poly', 'https://www.turbosquid.com/Search/3D-Models/game-ready', 'https://www.turbosquid.com/Search/3D-Models/military', 'https://www.turbosquid.com/Search/3D-Models/modern', 'https://www.turbosquid.com/Search/3D-Models/m433']"
Alien game character,game character created for a game project called Alien escape rigging ready low poly model,Muhannad Alobaidi,Free, - All Extended Uses,2019-05-07,Unknown,"['3D Model', 'characters', 'mythological creatures', 'fantasy and fictional creatures', 'alien']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/character', 'https://www.turbosquid.com/3d-model/mythological-creatures', 'https://www.turbosquid.com/3d-model/fantasy-and-fictional-creatures', 'https://www.turbosquid.com/3d-model/alien']","['character', 'gameready', 'game', 'alien', 'lowpoly']","['https://www.turbosquid.com/Search/3D-Models/character', 'https://www.turbosquid.com/Search/3D-Models/gameready', 'https://www.turbosquid.com/Search/3D-Models/game', 'https://www.turbosquid.com/Search/3D-Models/alien', 'https://www.turbosquid.com/Search/3D-Models/lowpoly']"
Pick pbr low-poly 4k ,"Pick PBR Low-Poly 4KI invented it myself (Everything belongs to me)Check out my other work____________________________________Texture Sizes:All - 4096x4096(BaseColor, Roughness, Metalness,Normal)PNG* Geometry: Polygon mesh* Polygons:276* Vertices:148* Rigged - No* Animated - No* LOW-POLY - Yes* PBR - Yes* Number of Meshes: 1* Number of Textures:: 4* Materials - 1* UVW mapping - Non-overlapping* LODs: 0* Documentation:No* mportant/Additional Notes: NoTegs:pickpickaxepickaxpickerweapongunweaponryunityunreal engine 4cryengineVR",GooPi,Free, - All Extended Uses,2019-05-07,"['3D Studio', 'FBX 7', '5 2016', 'OBJ ', 'STL ', 'Shockwave 3D']","['3D Model', 'industrial', 'tools', 'gardening tools', 'mattock']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/industrial', 'https://www.turbosquid.com/3d-model/tools', 'https://www.turbosquid.com/3d-model/gardening-tools', 'https://www.turbosquid.com/3d-model/mattock']","['pick', 'pickaxe', 'pickax', 'picker', 'weapon', 'gun', 'weaponry', 'unity', 'unreal', 'engine', '4', 'cryengine', 'VR']","['https://www.turbosquid.com/Search/3D-Models/pick', 'https://www.turbosquid.com/Search/3D-Models/pickaxe', 'https://www.turbosquid.com/Search/3D-Models/pickax', 'https://www.turbosquid.com/Search/3D-Models/picker', 'https://www.turbosquid.com/Search/3D-Models/weapon', 'https://www.turbosquid.com/Search/3D-Models/gun', 'https://www.turbosquid.com/Search/3D-Models/weaponry', 'https://www.turbosquid.com/Search/3D-Models/unity', 'https://www.turbosquid.com/Search/3D-Models/unreal', 'https://www.turbosquid.com/Search/3D-Models/engine', 'https://www.turbosquid.com/Search/3D-Models/4', 'https://www.turbosquid.com/Search/3D-Models/cryengine', 'https://www.turbosquid.com/Search/3D-Models/vr']"
Picnic table,Table picnic with relief UV map already done,milkmanfromhell.net,Free, - All Extended Uses,2019-05-06,['OBJ '],"['3D Model', 'furnishings', 'table', 'picnic table']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/table', 'https://www.turbosquid.com/3d-model/picnic-table']","['picnic', 'table', '3d', 'game']","['https://www.turbosquid.com/Search/3D-Models/picnic', 'https://www.turbosquid.com/Search/3D-Models/table', 'https://www.turbosquid.com/Search/3D-Models/3d', 'https://www.turbosquid.com/Search/3D-Models/game']"
