aliases,allegiances,books,born,culture,died,father,gender,mother,name,playedBy,povBooks,spouse,titles,tvSeries,url
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/143', 'https://www.anapioficeandfire.com/api/houses/328']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Ryella Royce,[''],[],https://www.anapioficeandfire.com/api/characters/145,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/948
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/87', 'https://www.anapioficeandfire.com/api/houses/133']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Rylene Florent,[''],[],https://www.anapioficeandfire.com/api/characters/946,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/949
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']","In 246 AC, 247 AC or 248 AC",,"In 300 AC, at near the Twins",,Male,,Ryman Frey,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/950
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",In or between 61 AC and 82 AC,Valyrian,,,Female,,Saera Targaryen,[''],[],,['Princess'],[''],https://www.anapioficeandfire.com/api/characters/951
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/143', 'https://www.anapioficeandfire.com/api/houses/293']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Sallei Paege,[''],[],https://www.anapioficeandfire.com/api/characters/530,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/952
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/357'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Samwell Spicer,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/953
"['Sam', 'Ser Piggy', 'Prince Pork-chop', 'Lady Piggy', 'Sam the Slayer', 'Black Sam', 'Lord of Ham']",['https://www.anapioficeandfire.com/api/houses/379'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']","In 283 AC, at Horn Hill",Andal,,,Male,,Samwell Tarly,['John Bradley-West'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,['Has no title'],"['Season 1', 'Season 2', 'Season 3', 'Season 4', 'Season 5', 'Season 6']",https://www.anapioficeandfire.com/api/characters/954
"['The Hound', 'Dog']","['https://www.anapioficeandfire.com/api/houses/72', 'https://www.anapioficeandfire.com/api/houses/229']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 270 AC or 271 AC,,In 300 AC (supposedly),,Male,,Sandor Clegane,['Rory McCann'],[],,['Has no title'],"['Season 1', 'Season 2', 'Season 3', 'Season 4', 'Season 6']",https://www.anapioficeandfire.com/api/characters/955
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 287 AC,,,,Male,,Sandor Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/956
"['Little bird', 'Alayne Stone', 'Jonquil']","['https://www.anapioficeandfire.com/api/houses/10', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/8'],"In 286 AC, at Winterfell",Northmen,,,Female,,Sansa Stark,['Sophie Turner'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",https://www.anapioficeandfire.com/api/characters/1052,['Princess'],"['Season 1', 'Season 2', 'Season 3', 'Season 4', 'Season 5', 'Season 6']",https://www.anapioficeandfire.com/api/characters/957
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/36'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Sargon Botley,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/958
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 285 AC,,,,Female,,Sarra Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/959
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/143', 'https://www.anapioficeandfire.com/api/houses/427']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Female,,Sarya Whent,[''],[],https://www.anapioficeandfire.com/api/characters/1093,['Lady'],[''],https://www.anapioficeandfire.com/api/characters/960
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/36'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,Ironborn,"In 299 AC, at Pyke",,Male,,Sawane Botley,[''],[],,"['Lord of Lordsport', 'Captain of Swiftfin']",[''],https://www.anapioficeandfire.com/api/characters/961
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/116'],['https://www.anapioficeandfire.com/api/books/8'],,,,,Male,,Sebastion Errol,[''],[],,['Lord of Haystack Hall'],[''],https://www.anapioficeandfire.com/api/characters/962
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/120'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Westerman,,,Male,,Sebaston Farman,[''],[],,['Lord of Fair Isle'],[''],https://www.anapioficeandfire.com/api/characters/963
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/363'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Sefton Staunton,[''],[],,['Septon'],[''],https://www.anapioficeandfire.com/api/characters/964
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/359'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Selmond Stackspear,[''],[],,['Lord'],[''],https://www.anapioficeandfire.com/api/characters/965
['the Evenstar'],['https://www.anapioficeandfire.com/api/houses/380'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 245 AC or 246 AC,,,,Male,,Selwyn Tarth,[''],[],,['Lord of Evenfall'],[''],https://www.anapioficeandfire.com/api/characters/966
['The Lace Serpent'],['https://www.anapioficeandfire.com/api/houses/95'],['https://www.anapioficeandfire.com/api/books/5'],In Myr,Myrish,,,Female,,Serala of Myr,[''],[],https://www.anapioficeandfire.com/api/characters/301,['Lady of Duskendale'],[''],https://www.anapioficeandfire.com/api/characters/967
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 285 AC,,,,Female,,Serra Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/968
['Serwyn of the Mirror Shield'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",,,,,Male,,Serwyn,[''],[],,['Ser (in songs and tales)'],[''],https://www.anapioficeandfire.com/api/characters/969
"['Shadrich of the Shady Glen', 'The Mad Mouse']",['https://www.anapioficeandfire.com/api/houses/10'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Shadrich,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/970
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/11'],In 226 AC,Valyrian,In or after 259AC,,Female,,Shaera Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/527,"['Princess', 'Queen']",[''],https://www.anapioficeandfire.com/api/characters/971
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/427'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Rivermen,In +/- 300 AC,,Female,,Shella Whent,[''],[],https://www.anapioficeandfire.com/api/characters/1099,['Lady of Harrenhal'],[''],https://www.anapioficeandfire.com/api/characters/972
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/86', 'https://www.anapioficeandfire.com/api/houses/229']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Female,,Shiera Crakehall,[''],[],https://www.anapioficeandfire.com/api/characters/282,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/973
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/374'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Shierle Swyft,[''],[],https://www.anapioficeandfire.com/api/characters/745,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/974
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/15'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']","In 289 AC, at Dragonstone",,,,Female,,Shireen Baratheon,['Kerry Ingram'],[],,['Princess'],"['Season 3', 'Season 4', 'Season 5']",https://www.anapioficeandfire.com/api/characters/975
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 292 AC or 293 AC,,,,Female,,Shirei Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/976
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/116'],['https://www.anapioficeandfire.com/api/books/2'],,,,,Female,,Shyra Errol,[''],[],,['Lady of Haystack Hall'],[''],https://www.anapioficeandfire.com/api/characters/977
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/366'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Sigfry Stonetree,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/978
['Sigfryd Silverhair'],['https://www.anapioficeandfire.com/api/houses/179'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Ironborn,,,Male,,Sigfryd Harlaw,[''],[],,['Master of Harlaw Hall'],[''],https://www.anapioficeandfire.com/api/characters/979
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/385'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Thenn,Thenn,,,Male,,Sigorn,[''],[],https://www.anapioficeandfire.com/api/characters/96,['Magnar of Thenn'],[''],https://www.anapioficeandfire.com/api/characters/980
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/235'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Simon Leygood,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/981
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/363'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Simon Staunton,[''],[],https://www.anapioficeandfire.com/api/characters/1891,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/982
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/392'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,"In 281 AC, at the Kingswood",,Male,,Simon Toyne,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/983
['Uncle Dolt'],['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In or between 246 AC and 253 AC,Westerman,"In 299 AC, at Oxcross",,Male,,Stafford Lannister,[''],[],https://www.anapioficeandfire.com/api/characters/773,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/984
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/356'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Steffarion Sparr,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/985
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/17'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']","In 246 AC, at Shipbreaker Bay",,In 278 AC,,Male,,Steffon Baratheon,[''],[],https://www.anapioficeandfire.com/api/characters/230,"[""Lord of Storm's End"", 'Lord Paramount of the Stormlands']",[''],https://www.anapioficeandfire.com/api/characters/986
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/95'],['https://www.anapioficeandfire.com/api/books/9'],,,"In 129 AC, at Dragonstone",,Male,,Steffon Darklyn,[''],[],,"['Ser', 'Lord Commander of the Queensguard']",[''],https://www.anapioficeandfire.com/api/characters/987
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/139'],['https://www.anapioficeandfire.com/api/books/4'],,,,,Male,,Steffon Fossoway,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/988
['Steffon the Sweet'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In or between 263 AC and 280 AC,,,,Male,,Steffon Frey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/989
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/198'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Steffon Hollard,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/990
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/359'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Steffon Stackspear,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/991
